"id(n)","size((n)-[:`person/investor`]-())","size((n)-[:`person/legal`]-())","size((n)-[:`company/investor`]-())","size((n)-[:`company/staff`]-())","size((n)-[:`company/legal`]-())"
"23811209","8","6","0","7","0"
"23811325","8","6","0","7","0"
"23811477","6","6","0","8","0"
"23812242","8","6","0","7","0"
"23812875","8","4","0","8","0"
"23813279","11","4","0","5","0"
"23813478","11","8","0","10","0"
"23813550","6","11","0","10","0"
"23813794","8","4","0","8","0"
"23815113","7","8","0","7","0"
"23815464","12","6","0","12","0"
"23815661","7","6","0","8","0"
"23816024","14","7","0","14","0"
"23816791","6","6","0","8","0"
"23816838","15","8","0","12","0"
"23817860","5","22","0","22","0"
"23818086","7","6","0","8","0"
"23818180","10","0","0","13","0"
"23818287","7","6","0","8","0"
"23818410","14","5","0","12","0"
"23819758","9","4","0","8","0"
"23819930","13","8","0","13","0"
"23820063","7","16","0","14","0"
"23820131","6","8","0","7","0"
"23820701","8","8","0","9","0"
"23821763","5","15","0","14","0"
"23821783","1","31","0","31","0"
"23821813","8","6","0","7","0"
"23821833","9","6","0","9","0"
"23821906","9","9","0","8","0"
"23822302","0","15","0","14","0"
"23822419","10","29","0","44","0"
"23822769","3","7","0","15","0"
"23823779","14","7","0","14","0"
"23824100","0","0","0","29","0"
"23824250","14","1","0","7","0"
"23824890","0","10","0","15","0"
"23825115","4","6","0","10","0"
"23825239","9","5","0","12","0"
"23825534","7","10","0","18","0"
"23825610","0","9","0","16","0"
"23825771","8","5","0","7","0"
"23825980","8","6","0","7","0"
"23826006","7","8","0","10","0"
"23826051","4","9","0","7","0"
"23826703","6","15","0","17","0"
"23826868","5","14","0","24","0"
"23826961","8","4","0","8","0"
"23827943","2","19","0","7","0"
"23828192","9","6","0","9","0"
"23828215","0","24","0","24","0"
"23828335","1","8","0","13","0"
"23828418","14","5","0","15","0"
"23829079","10","5","0","10","0"
"23829211","5","7","0","8","0"
"23829458","9","9","0","19","0"
"23830153","1","9","0","10","0"
"23831272","0","0","0","32","0"
"23831312","10","3","0","8","0"
"23831406","19","8","0","0","0"
"23831693","1","5","0","20","0"
"23832735","4","3","0","17","0"
"23833195","1","2","0","20","0"
"23833520","0","33","0","14","0"
"23833779","0","10","0","10","0"
"23834008","9","4","0","7","0"
"23834015","3","9","0","9","0"
"23834271","9","5","0","14","0"
"23834533","7","3","0","11","0"
"23835686","0","32","0","32","0"
"23836084","13","8","0","13","0"
"23836137","17","4","0","22","0"
"23836428","7","9","0","9","0"
"23836837","9","5","0","10","0"
"23837199","10","6","0","11","0"
"23837573","0","36","0","32","0"
"23837741","8","3","0","9","0"
"23837899","18","8","0","17","0"
"23838297","3","45","0","63","0"
"23838524","8","7","0","7","0"
"23838574","7","6","0","14","0"
"23838637","1","12","0","14","0"
"23838684","2","10","0","10","0"
"23838702","9","6","0","11","0"
"23839037","4","5","0","11","0"
"23839581","8","5","0","9","0"
"23839818","11","5","0","11","0"
"23842098","6","7","0","8","0"
"23842369","9","4","0","9","0"
"23843200","0","15","0","12","0"
"23843841","3","7","0","13","0"
"23844021","2","12","0","13","0"
"23844336","6","6","0","9","0"
"23845951","0","47","0","14","0"
"23846187","3","37","0","45","0"
"23846417","10","0","0","10","0"
"23846663","11","2","0","10","0"
"23846674","5","3","0","13","0"
"23846793","6","4","0","13","0"
"23846856","4","1","0","23","0"
"23846958","11","13","0","19","0"
"23847328","5","19","0","23","0"
"23847798","14","6","0","14","0"
"23848056","9","10","0","12","0"
"23848169","9","6","0","8","0"
"23848716","0","34","0","19","0"
"23848924","0","11","0","15","0"
"23848945","12","1","0","7","0"
"23849178","10","5","0","10","0"
"23849790","10","2","0","12","0"
"23850832","9","7","0","9","0"
"23850869","11","6","0","11","0"
"23851053","5","16","0","19","0"
"23851531","8","14","0","12","0"
"23851585","2","8","0","14","0"
"23851707","7","6","0","7","0"
"23852139","9","10","0","9","0"
"23852247","7","7","0","15","0"
"23852586","8","4","0","8","0"
"23852695","4","6","0","17","0"
"23852866","6","8","0","13","0"
"23853048","10","10","0","9","0"
"23854406","9","4","0","8","0"
"23854631","2","3","0","19","0"
"23854732","7","33","0","16","0"
"23854904","36","9","0","35","0"
"23856078","1","11","0","10","0"
"23856295","7","6","0","9","0"
"23856402","9","7","0","12","0"
"23856428","1","12","0","10","0"
"23856618","18","13","0","16","0"
"23857277","7","6","0","9","0"
"23857389","8","7","0","13","0"
"23857528","8","8","0","8","0"
"23857581","11","7","0","16","0"
"23859111","9","4","0","9","0"
"23859216","8","4","0","8","0"
"23859931","3","9","0","9","0"
"23859951","10","3","0","8","0"
"23860528","7","6","0","8","0"
"23860859","5","7","0","13","0"
"23861226","12","17","0","14","0"
"23861673","10","6","0","10","0"
"23861715","7","9","0","17","0"
"23861746","8","8","0","9","0"
"23861894","10","5","0","10","0"
"23861930","3","20","0","24","0"
"23862402","8","7","0","11","0"
"23862516","2","9","0","9","0"
"23862704","7","5","0","8","0"
"23862964","0","10","0","11","0"
"23863096","9","8","0","9","0"
"23863271","7","11","0","18","0"
"23863348","9","8","0","8","0"
"23863583","6","9","0","10","0"
"23863600","20","5","0","24","0"
"23864217","10","4","0","7","0"
"23864240","5","10","0","12","0"
"23864300","16","10","0","16","0"
"23864655","8","9","0","9","0"
"23865277","11","3","0","12","0"
"23865573","6","5","0","9","0"
"23866080","1","28","0","0","0"
"23866433","10","0","0","10","0"
"23866687","12","6","0","13","0"
"23867104","9","4","0","11","0"
"23867150","7","6","0","8","0"
"23867224","5","10","0","5","0"
"23867299","8","7","0","7","0"
"23867600","20","9","0","20","0"
"23867650","7","8","0","6","0"
"23867898","2","4","0","23","0"
"23868176","8","10","0","14","0"
"23868371","12","12","0","13","0"
"23868406","81","45","0","87","0"
"23868744","3","6","0","13","0"
"23868746","7","7","0","9","0"
"23869282","13","3","0","10","0"
"23869617","11","4","0","7","0"
"23869643","10","6","0","9","0"
"23870223","10","5","0","11","0"
"23870288","13","5","0","12","0"
"23870516","2","1","0","27","0"
"23870578","3","10","0","10","0"
"23871865","8","4","0","8","0"
"23873010","7","6","0","11","0"
"23873371","6","10","0","15","0"
"23873774","1","11","0","11","0"
"23874047","16","8","0","7","0"
"23874365","3","7","0","12","0"
"23874550","4","25","0","6","0"
"23874674","10","5","0","9","0"
"23874794","8","5","0","9","0"
"23875018","9","7","0","9","0"
"23875483","3","3","0","18","0"
"23876195","6","5","0","9","0"
"23876546","3","6","0","12","0"
"23877250","2","11","0","11","0"
"23877299","10","1","0","10","0"
"23877310","8","3","0","12","0"
"23877373","5","12","0","11","0"
"23877560","6","7","0","7","0"
"23877750","13","9","0","19","0"
"23878018","10","12","0","14","0"
"23878067","3","9","0","9","0"
"23878775","8","3","0","9","0"
"23878957","7","7","0","9","0"
"23879279","10","12","0","24","0"
"23879557","9","4","0","9","0"
"23880006","3","11","0","10","0"
"23880306","12","3","0","12","0"
"23880658","10","7","0","9","0"
"23881887","7","7","0","8","0"
"23882742","8","3","0","9","0"
"23882985","7","6","0","7","0"
"23883214","5","12","0","87","0"
"23883243","10","5","0","10","0"
"23883260","1","12","0","14","0"
"23883498","8","8","0","10","0"
"23883762","9","3","0","11","0"
"23884174","18","14","0","15","0"
"23884418","0","16","0","6","0"
"23884431","0","17","0","17","0"
"23884557","8","8","0","10","0"
"23884826","8","6","0","6","0"
"23885192","6","8","0","7","0"
"23885340","8","5","0","9","0"
"23885466","2","10","0","12","0"
"23885658","10","9","0","11","0"
"23885740","4","13","0","15","0"
"23886153","0","22","0","22","0"
"23886754","17","10","0","18","0"
"23886931","20","5","0","15","0"
"23887627","8","5","0","8","0"
"23887731","7","10","0","16","0"
"23889797","5","8","0","7","0"
"23889825","9","5","0","9","0"
"23890511","8","5","0","13","0"
"23890665","7","3","0","15","0"
"23890745","17","12","0","18","0"
"23890753","7","7","0","13","0"
"23890914","0","14","0","14","0"
"23891254","3","19","0","21","0"
"23891436","9","5","0","9","0"
"23891555","25","13","0","19","0"
"23891809","8","6","0","9","0"
"23891993","7","6","0","10","0"
"23892150","18","19","0","30","0"
"23892200","8","5","0","9","0"
"23892446","6","7","0","9","0"
"23893009","13","6","0","10","0"
"23893213","10","9","0","11","0"
"23893448","3","5","0","12","0"
"23893852","2","0","0","21","0"
"23894483","10","6","0","11","0"
"23895307","9","3","0","9","0"
"23895408","14","0","0","8","0"
"23895421","7","5","0","8","0"
"23895422","7","8","0","11","0"
"23895785","11","7","0","13","0"
"23896529","13","12","0","28","0"
"23897089","6","7","0","7","0"
"23897228","28","1","0","23","0"
"23897282","8","3","0","10","0"
"23897718","0","10","0","11","0"
"23897827","6","8","0","7","0"
"23898045","10","4","0","7","0"
"23898764","4","11","0","10","0"
"23899061","17","13","0","18","0"
"23900132","25","9","0","21","0"
"23900242","11","4","0","10","0"
"23900296","0","12","0","28","0"
"23900470","6","11","0","13","0"
"23900473","10","10","0","13","0"
"23900574","10","9","0","8","0"
"23900874","7","7","0","7","0"
"23901158","24","10","0","21","0"
"23901172","12","6","0","12","0"
"23901897","10","3","0","18","0"
"23902995","13","10","0","17","0"
"23903155","8","7","0","14","0"
"23903719","10","12","0","12","0"
"23903989","8","6","0","8","0"
"23905330","2","10","0","11","0"
"23905563","8","10","0","15","0"
"23905857","13","4","0","14","0"
"23906982","0","10","0","16","0"
"23907320","2","0","0","25","0"
"23907494","10","9","0","14","0"
"23907567","8","4","0","8","0"
"23907806","21","19","0","21","0"
"23908049","8","4","0","8","0"
"23908229","8","5","0","9","0"
"23908689","9","4","0","7","0"
"23909167","7","25","0","23","0"
"23909202","10","8","0","12","0"
"23909263","10","4","0","9","0"
"23909315","11","9","0","7","0"
"23909879","8","5","0","8","0"
"23911329","7","4","0","9","0"
"23911586","6","6","0","9","0"
"23911652","5","6","0","15","0"
"23912002","8","8","0","8","0"
"23912119","4","8","0","8","0"
"23914008","0","0","0","38","0"
"23914737","6","6","0","10","0"
"23915034","14","8","0","15","0"
"23915433","24","20","0","22","0"
"23916190","9","4","0","8","0"
"23916654","4","44","0","63","0"
"23916846","0","0","0","23","0"
"23917351","8","6","0","9","0"
"23919171","5","0","0","16","0"
"23919316","9","4","0","9","0"
"23919591","0","84","0","92","0"
"23919633","0","24","0","0","0"
"23919832","1","11","0","11","0"
"23920204","14","6","0","12","0"
"23920503","11","2","0","15","0"
"23920593","6","5","0","10","0"
"23920632","5","5","0","12","0"
"23921380","0","2","0","142","0"
"23921509","9","7","0","10","0"
"23921556","1","5","0","14","0"
"23922163","9","2","0","10","0"
"23922262","9","3","0","8","0"
"23922831","8","8","0","8","0"
"23923229","7","4","0","9","0"
"23923744","8","3","0","9","0"
"23924110","0","0","0","30","0"
"23924317","6","9","0","9","0"
"23925476","6","4","0","13","0"
"23925578","13","8","0","13","0"
"23925630","7","5","0","8","0"
"23926713","13","4","0","8","0"
"23926924","5","6","0","12","0"
"23926961","8","6","0","8","0"
"23927094","0","7","0","15","0"
"23927120","5","7","0","15","0"
"23927312","12","14","0","18","0"
"23927643","0","0","0","51","0"
"23928490","0","3","0","22","0"
"23928812","8","7","0","6","0"
"23928826","0","0","0","52","0"
"23928897","0","22","0","22","0"
"23930738","10","5","0","9","0"
"23930838","8","6","0","8","0"
"23931144","7","6","0","7","0"
"23931157","11","0","0","11","0"
"23931328","8","4","0","20","0"
"23931372","6","2","0","32","0"
"23931403","8","4","0","8","0"
"23932782","8","3","0","10","0"
"23932855","11","6","0","9","0"
"23932892","0","0","0","31","0"
"23932980","14","9","0","16","0"
"23933035","12","5","0","12","0"
"23933484","22","0","0","15","0"
"23933828","9","4","0","7","0"
"23933856","13","2","0","7","0"
"23933923","6","10","0","11","0"
"23933941","0","13","0","13","0"
"23934308","5","13","0","8","0"
"23934334","8","6","0","7","0"
"23934471","13","6","0","16","0"
"23934507","9","8","0","11","0"
"23934627","4","91","0","85","0"
"23934736","3","8","0","9","0"
"23934835","73","21","0","70","0"
"23935311","4","14","0","12","0"
"23935485","1","3","0","17","0"
"23935533","8","7","0","11","0"
"23936426","24","2","0","24","0"
"23936485","10","5","0","6","0"
"23936781","8","7","0","11","0"
"23936812","9","3","0","8","0"
"23937218","6","6","0","8","0"
"23937332","16","9","0","13","0"
"23937508","20","8","0","22","0"
"23937711","13","6","0","13","0"
"23937792","0","12","0","10","0"
"23937801","26","15","0","26","0"
"23938060","9","5","0","6","0"
"23938104","7","6","0","10","0"
"23938467","11","6","0","11","0"
"23938752","3","4","0","14","0"
"23938886","7","7","0","8","0"
"23939131","7","7","0","9","0"
"23939394","2","10","0","12","0"
"23939887","3","1","0","16","0"
"23939890","8","6","0","7","0"
"23940031","0","13","0","13","0"
"23940337","6","8","0","13","0"
"23940590","8","7","0","8","0"
"23940677","10","10","0","10","0"
"23941044","6","7","0","8","0"
"23941141","10","3","0","7","0"
"23941218","7","4","0","13","0"
"23942289","13","5","0","11","0"
"23942748","9","5","0","7","0"
"23943074","2","9","0","15","0"
"23943265","7","7","0","7","0"
"23943350","2","3","0","38","0"
"23943505","0","83","0","69","0"
"23943904","6","7","0","8","0"
"23943968","7","6","0","7","0"
"23944375","2","4","0","26","0"
"23944505","8","6","0","6","0"
"23945445","12","6","0","12","0"
"23945555","10","11","0","14","0"
"23945588","9","14","0","19","0"
"23946002","14","5","0","18","0"
"23946406","4","7","0","10","0"
"23947200","0","0","0","24","0"
"23947229","2","10","0","10","0"
"23947323","2","3","0","16","0"
"23947757","8","29","0","42","0"
"23947918","3","11","0","14","0"
"23948043","0","1","0","33","0"
"23948603","0","0","0","23","0"
"23949250","10","8","0","11","0"
"23950214","11","6","0","12","0"
"23951105","0","64","0","61","0"
"23951267","1","13","0","20","0"
"23951374","8","5","0","8","0"
"23952501","6","9","0","6","0"
"23952790","12","18","0","33","0"
"23952817","5","12","0","10","0"
"23953108","8","4","0","8","0"
"23953853","11","6","0","11","0"
"23954504","4","11","0","17","0"
"23954730","9","6","0","13","0"
"23954882","2","6","0","12","0"
"23955017","2","12","0","12","0"
"23955455","15","5","0","10","0"
"23955852","7","11","0","15","0"
"23955903","15","7","0","10","0"
"23957525","55","53","0","54","0"
"23958125","12","7","0","16","0"
"23959098","18","8","0","18","0"
"23959471","2","11","0","11","0"
"23959810","6","7","0","7","0"
"23960115","12","6","0","12","0"
"23960437","5","4","0","26","0"
"23960545","10","4","0","10","0"
"23961423","18","40","0","41","0"
"23963203","16","8","0","18","0"
"23963264","11","4","0","9","0"
"23963506","16","9","0","16","0"
"23963533","9","13","0","33","0"
"23963674","7","6","0","7","0"
"23964322","12","6","0","12","0"
"23965790","0","10","0","10","0"
"23965844","9","6","0","9","0"
"23966067","11","6","0","12","0"
"23966139","8","4","0","8","0"
"23966515","12","6","0","12","0"
"23967020","8","8","0","9","0"
"23967580","6","7","0","7","0"
"23967788","18","12","0","20","0"
"23967884","5","8","0","7","0"
"23969090","11","6","0","4","0"
"23969155","0","130","0","137","0"
"23969419","0","1","0","22","0"
"23970104","9","6","0","10","0"
"23970413","8","6","0","8","0"
"23970704","0","60","0","2","0"
"23970932","3","29","0","13","0"
"23971037","6","10","0","9","0"
"23971984","9","4","0","9","0"
"23972121","2","11","0","11","0"
"23972917","9","3","0","9","0"
"23973258","8","5","0","7","0"
"23973331","7","6","0","8","0"
"23973349","2","4","0","15","0"
"23973399","7","3","0","12","0"
"23973567","7","7","0","7","0"
"23973598","7","10","0","10","0"
"23973691","0","89","0","0","0"
"23974093","8","8","0","15","0"
"23975427","4","8","0","10","0"
"23975456","1","12","0","11","0"
"23975663","1","5","0","20","0"
"23975761","8","3","0","11","0"
"23976573","12","2","0","13","0"
"23976720","13","13","0","14","0"
"23976816","0","0","0","22","0"
"23976903","7","5","0","9","0"
"23978180","6","10","0","8","0"
"23978618","1","0","0","27","0"
"23978994","14","1","0","9","0"
"23979436","8","9","0","9","0"
"23979733","9","5","0","11","0"
"23980038","1","85","0","83","0"
"23980434","8","5","0","10","0"
"23981327","0","10","0","36","0"
"23981338","1","1","0","19","0"
"23981887","0","0","0","76","0"
"23982013","11","6","0","11","0"
"23982152","12","4","0","12","0"
"23982208","3","3","0","24","0"
"23982406","9","3","0","9","0"
"23983224","0","16","0","9","0"
"23983469","11","7","0","11","0"
"23983476","9","6","0","10","0"
"23983485","13","5","0","9","0"
"23983511","10","10","0","10","0"
"23984903","12","6","0","9","0"
"23985147","11","7","0","12","0"
"23985377","6","7","0","8","0"
"23986120","18","8","0","20","0"
"23986834","2","29","0","11","0"
"23987131","0","12","0","12","0"
"23987385","2","21","0","23","0"
"23987694","12","8","0","10","0"
"23987731","5","10","0","10","0"
"23988084","6","14","0","17","0"
"23988468","1","1","0","20","0"
"23988702","20","14","0","14","0"
"23989123","0","16","0","45","0"
"23989142","12","9","0","10","0"
"23989651","10","7","0","10","0"
"23990191","5","1","0","15","0"
"23990254","6","7","0","8","0"
"23990267","9","12","0","8","0"
"23990296","10","5","0","11","0"
"23990444","9","16","0","17","0"
"23990775","10","16","0","22","0"
