"id(n)","size((n)-[:`person/investor`]-())","size((n)-[:`person/legal`]-())","size((n)-[:`company/investor`]-())","size((n)-[:`company/staff`]-())","size((n)-[:`company/legal`]-())"
"23518274","19","13","0","20","0"
"23518370","10","5","0","8","0"
"23519342","10","6","0","8","0"
"23519396","6","7","0","8","0"
"23519571","17","14","0","20","0"
"23519859","11","5","0","12","0"
"23520142","6","7","0","7","0"
"23520833","9","8","0","9","0"
"23521929","11","4","0","7","0"
"23521985","1","11","0","14","0"
"23522079","8","7","0","6","0"
"23522220","7","9","0","12","0"
"23522644","14","16","0","16","0"
"23522897","5","7","0","8","0"
"23522987","3","7","0","11","0"
"23523964","7","6","0","7","0"
"23524072","9","7","0","11","0"
"23524829","12","8","0","11","0"
"23525416","7","5","0","14","0"
"23525521","8","4","0","8","0"
"23526517","15","8","0","15","0"
"23527461","5","19","0","22","0"
"23527470","0","39","0","13","0"
"23527478","9","5","0","8","0"
"23527700","20","6","0","17","0"
"23529106","6","7","0","8","0"
"23529230","8","5","0","7","0"
"23529258","5","7","0","12","0"
"23529441","2","155","0","50","0"
"23529856","3","10","0","7","0"
"23530022","1","4","0","15","0"
"23530288","7","5","0","9","0"
"23531126","7","6","0","8","0"
"23531188","5","6","0","9","0"
"23531217","5","1","0","18","0"
"23531520","18","0","0","307","0"
"23531607","0","8","0","18","0"
"23532219","8","2","0","10","0"
"23532252","7","6","0","7","0"
"23532459","7","5","0","9","0"
"23533075","18","9","0","18","0"
"23533198","7","6","0","7","0"
"23533766","8","6","0","9","0"
"23533786","5","8","0","7","0"
"23534361","0","12","0","13","0"
"23534657","11","13","0","32","0"
"23535278","0","11","0","16","0"
"23535480","10","3","0","10","0"
"23535731","7","6","0","7","0"
"23535777","0","5","0","15","0"
"23536461","9","5","0","9","0"
"23537502","10","6","0","10","0"
"23538185","7","6","0","13","0"
"23538375","10","2","0","10","0"
"23538423","7","7","0","7","0"
"23538688","6","7","0","14","0"
"23538822","12","3","0","9","0"
"23538872","10","5","0","15","0"
"23539147","10","4","0","11","0"
"23540080","11","6","0","7","0"
"23540117","7","5","0","9","0"
"23540358","9","4","0","9","0"
"23540389","3","11","0","12","0"
"23540673","9","5","0","10","0"
"23540699","8","4","0","8","0"
"23541134","8","6","0","7","0"
"23541350","22","34","0","34","0"
"23542032","11","6","0","11","0"
"23542147","9","3","0","12","0"
"23542171","1","12","0","12","0"
"23542383","8","5","0","8","0"
"23542618","12","10","0","17","0"
"23543151","5","93","0","5","0"
"23543309","0","10","0","10","0"
"23543318","8","7","0","15","0"
"23543452","6","15","0","15","0"
"23543611","8","9","0","8","0"
"23543623","7","13","0","10","0"
"23543802","7","8","0","8","0"
"23543908","9","4","0","9","0"
"23544826","0","65","0","66","0"
"23544991","10","9","0","15","0"
"23545186","20","16","0","28","0"
"23545300","0","0","0","29","0"
"23545358","3","10","0","10","0"
"23545592","11","5","0","9","0"
"23546493","4","10","0","21","0"
"23546687","14","14","0","14","0"
"23547971","10","5","0","10","0"
"23548108","8","6","0","8","0"
"23548394","4","7","0","17","0"
"23548665","10","5","0","11","0"
"23549114","11","11","0","10","0"
"23549320","11","9","0","11","0"
"23549796","12","5","0","7","0"
"23550998","16","8","0","13","0"
"23551456","5","7","0","10","0"
"23551704","2","10","0","20","0"
"23551836","11","4","0","12","0"
"23551940","9","6","0","9","0"
"23552063","2","11","0","12","0"
"23552107","7","5","0","9","0"
"23552274","7","7","0","11","0"
"23552318","4","9","0","10","0"
"23552528","10","8","0","17","0"
"23552694","0","10","0","10","0"
"23553243","1","25","0","1","0"
"23553260","9","6","0","10","0"
"23553735","3059","0","0","0","0"
"23553736","0","19","0","11","0"
"23554241","6","4","0","10","0"
"23554297","0","20","0","20","0"
"23554685","7","6","0","7","0"
"23555531","8","6","0","8","0"
"23555981","10","1","0","10","0"
"23556508","14","18","0","27","0"
"23556606","5","9","0","13","0"
"23556726","10","4","0","10","0"
"23557128","8","4","0","9","0"
"23557140","0","11","0","11","0"
"23558171","10","6","0","8","0"
"23558216","18","3","0","16","0"
"23558319","10","5","0","10","0"
"23558355","1","9","0","10","0"
"23558482","10","9","0","7","0"
"23558805","0","43","0","12","0"
"23559262","7","9","0","9","0"
"23559294","2","14","0","22","0"
"23559295","16","13","0","21","0"
"23559339","8","3","0","12","0"
"23559513","9","7","0","9","0"
"23559809","4","10","0","10","0"
"23560639","7","6","0","7","0"
"23560964","0","11","0","9","0"
"23561392","8","7","0","9","0"
"23561860","8","4","0","8","0"
"23562212","2","14","0","7","0"
"23562215","7","9","0","10","0"
"23562309","6","13","0","16","0"
"23562718","8","4","0","9","0"
"23563120","7","6","0","7","0"
"23563217","10","3","0","15","0"
"23563814","1","26","0","16","0"
"23564554","9","10","0","9","0"
"23564658","16","5","0","13","0"
"23564791","8","6","0","7","0"
"23565955","6","7","0","9","0"
"23566564","12","6","0","11","0"
"23566711","12","7","0","10","0"
"23566786","13","9","0","14","0"
"23567165","8","5","0","10","0"
"23567679","1","0","0","82","0"
"23567867","15","7","0","15","0"
"23568093","2","8","0","82","0"
"23568612","16","7","0","16","0"
"23568721","5","11","0","7","0"
"23569172","9","5","0","12","0"
"23569186","13","6","0","15","0"
"23569481","7","6","0","7","0"
"23569571","4","4","0","16","0"
"23570073","7","6","0","8","0"
"23570309","0","0","0","32","0"
"23570376","8","12","0","14","0"
"23570579","12","20","0","21","0"
"23570847","3","14","0","16","0"
"23571123","11","4","0","12","0"
"23571654","0","13","0","22","0"
"23572568","7","5","0","8","0"
"23572905","1","18","0","18","0"
"23573080","9","8","0","13","0"
"23573254","3","27","0","29","0"
"23574685","7","7","0","13","0"
"23574979","8","11","0","9","0"
"23575752","8","5","0","8","0"
"23575977","30","14","0","38","0"
"23576743","7","8","0","8","0"
"23577155","5","5","0","10","0"
"23577157","12","8","0","16","0"
"23578142","0","22","0","0","0"
"23578302","9","13","0","10","0"
"23578393","1","11","0","11","0"
"23578431","8","4","0","9","0"
"23578694","8","5","0","10","0"
"23579165","13","12","0","14","0"
"23579257","10","4","0","12","0"
"23579295","12","6","0","10","0"
"23579347","4","9","0","14","0"
"23579464","3","6","0","11","0"
"23579894","9","3","0","8","0"
"23579996","7","8","0","10","0"
"23581198","12","6","0","12","0"
"23581255","7","5","0","19","0"
"23581275","2","13","0","9","0"
"23581346","9","5","0","12","0"
"23581878","15","7","0","11","0"
"23581986","12","7","0","7","0"
"23582037","0","23","0","13","0"
"23582714","8","7","0","15","0"
"23583112","23","9","0","24","0"
"23583168","9","9","0","9","0"
"23583374","5","7","0","8","0"
"23583572","11","14","0","17","0"
"23583944","8","6","0","8","0"
"23584653","41","12","0","41","0"
"23585090","11","5","0","8","0"
"23585389","1","16","0","19","0"
"23585947","15","4","0","12","0"
"23586080","12","6","0","12","0"
"23586251","10","5","0","8","0"
"23587237","12","23","0","24","0"
"23587337","0","29","0","13","0"
"23587423","8","6","0","8","0"
"23587541","22","22","0","41","0"
"23587603","3","9","0","9","0"
"23587835","7","6","0","10","0"
"23588234","12","5","0","12","0"
"23588483","12","5","0","11","0"
"23589101","8","4","0","8","0"
"23589355","0","28","0","28","0"
"23589475","5","7","0","10","0"
"23589639","6","7","0","8","0"
"23589822","4","11","0","26","0"
"23590733","8","6","0","8","0"
"23591063","11","0","0","11","0"
"23591608","15","5","0","13","0"
"23591638","0","36","0","0","0"
"23591995","8","4","0","9","0"
"23592490","9","6","0","9","0"
"23592779","3","5","0","16","0"
"23593433","7","7","0","9","0"
"23593789","4","8","0","22","0"
"23594447","6","7","0","9","0"
"23594709","15","5","0","11","0"
"23595849","8","7","0","8","0"
"23596598","0","10","0","12","0"
"23597194","2","9","0","10","0"
"23597310","7","6","0","7","0"
"23597320","20","0","0","20","0"
"23597596","7","6","0","7","0"
"23597895","0","12","0","9","0"
"23598012","3","8","0","9","0"
"23599577","6","6","0","8","0"
"23599660","1","3","0","16","0"
"23600730","2","79","0","254","0"
"23601402","2","11","0","12","0"
"23601414","6","8","0","11","0"
"23601432","5","9","0","10","0"
"23602726","7","7","0","7","0"
"23602742","30","9","0","31","0"
"23602928","6","4","0","11","0"
"23602967","5","7","0","10","0"
"23603291","25","25","0","30","0"
"23603600","0","17","0","3","0"
"23604483","9","6","0","8","0"
"23604592","10","7","0","19","0"
"23604970","5","7","0","17","0"
"23604985","2","10","0","9","0"
"23605075","8","4","0","8","0"
"23605188","4","9","0","9","0"
"23605272","8","4","0","9","0"
"23605493","11","9","0","12","0"
"23605962","6","7","0","11","0"
"23606036","12","8","0","19","0"
"23606040","9","3","0","9","0"
"23606299","0","0","0","20","0"
"23606643","43","22","0","41","0"
"23607368","9","6","0","11","0"
"23607398","14","4","0","10","0"
"23607558","19","7","0","19","0"
"23608497","9","6","0","9","0"
"23608738","8","4","0","9","0"
"23608741","5","8","0","9","0"
"23608881","9","4","0","7","0"
"23609055","8","4","0","8","0"
"23609081","17","8","0","16","0"
"23609767","8","8","0","15","0"
"23609798","1","12","0","7","0"
"23610401","18","8","0","18","0"
"23610615","36","0","0","35","0"
"23610635","7","4","0","9","0"
"23610903","4","4","0","13","0"
"23611033","4","12","0","17","0"
"23612163","0","25","0","29","0"
"23612177","11","5","0","11","0"
"23612247","17","16","0","27","0"
"23612383","0","84","0","2","0"
"23612643","6","6","0","10","0"
"23612927","12","5","0","9","0"
"23613069","12","1","0","9","0"
"23613982","1","18","0","1","0"
"23614176","9","6","0","9","0"
"23614443","11","7","0","11","0"
"23615295","7","44","0","49","0"
"23615731","7","7","0","14","0"
"23616054","0","11","0","11","0"
"23616121","11","5","0","8","0"
"23616227","10","8","0","12","0"
"23616475","5","9","0","10","0"
"23616952","12","5","0","15","0"
"23617393","0","19","0","18","0"
"23617852","11","3","0","12","0"
"23617912","13","7","0","10","0"
"23617914","9","5","0","7","0"
"23618079","2","45","0","25","0"
"23618846","0","44","0","0","0"
"23618958","7","5","0","8","0"
"23619285","26","28","0","32","0"
"23620264","9","5","0","9","0"
"23620422","10","5","0","13","0"
"23620795","16","13","0","16","0"
"23621030","7","4","0","9","0"
"23621936","16","10","0","15","0"
"23622187","7","8","0","33","0"
"23622987","9","4","0","10","0"
"23624038","17","14","0","21","0"
"23624321","7","6","0","8","0"
"23624605","9","6","0","8","0"
"23624712","9","2","0","12","0"
"23624911","7","10","0","18","0"
"23625099","11","20","0","24","0"
"23625359","7","6","0","10","0"
"23625525","11","7","0","13","0"
"23625972","1","19","0","19","0"
"23626215","10","7","0","9","0"
"23627334","10","6","0","10","0"
"23627461","9","8","0","10","0"
"23628179","4","3","0","16","0"
"23629147","15","6","0","13","0"
"23629628","1","22","0","18","0"
"23630100","2","1","0","19","0"
"23630101","0","56","0","56","0"
"23630138","6","7","0","8","0"
"23630139","8","7","0","6","0"
"23630353","15","3","0","12","0"
"23630894","7","10","0","19","0"
"23631379","10","11","0","19","0"
"23631767","6","8","0","9","0"
"23631827","2","12","0","13","0"
"23632561","17","9","0","19","0"
"23632591","11","3","0","8","0"
"23632640","8","7","0","8","0"
"23632876","18","3","0","13","0"
"23632923","22","16","0","18","0"
"23632941","7","13","0","20","0"
"23633264","7","5","0","8","0"
"23633329","9","2","0","10","0"
"23633740","10","0","0","10","0"
"23634034","15","8","0","13","0"
"23634100","13","5","0","11","0"
"23634450","12","1","0","8","0"
"23634989","13","8","0","19","0"
"23635154","12","8","0","16","0"
"23635208","12","5","0","12","0"
"23635216","6","8","0","18","0"
"23635285","0","4","0","25","0"
"23635339","15","21","0","21","0"
"23635349","21","11","0","21","0"
"23635519","15","1","0","14","0"
"23635616","1","38","0","1","0"
"23635865","7","6","0","9","0"
"23636163","9","10","0","24","0"
"23636484","7","5","0","8","0"
"23636705","11","8","0","14","0"
"23637077","4","4","0","12","0"
"23637106","6","12","0","5","0"
"23637173","6","6","0","11","0"
"23637868","6","16","0","18","0"
"23637882","5","8","0","16","0"
"23638736","6","6","0","9","0"
"23638934","8","7","0","19","0"
"23639206","14","17","0","19","0"
"23639406","0","3","0","26","0"
"23639554","0","4","0","19","0"
"23640118","11","7","0","10","0"
"23640147","0","39","0","44","0"
"23640956","9","7","0","9","0"
"23641279","9","2","0","9","0"
"23641713","7","6","0","8","0"
"23641783","6","9","0","11","0"
"23641861","7","7","0","11","0"
"23641985","12","4","0","12","0"
"23642183","8","7","0","5","0"
"23642189","0","13","0","8","0"
"23642258","0","24","0","27","0"
"23642444","11","11","0","11","0"
"23643506","6","9","0","10","0"
"23643751","10","5","0","10","0"
"23643831","0","48","0","48","0"
"23644282","7","8","0","9","0"
"23644294","5","8","0","11","0"
"23644708","7","5","0","8","0"
"23645744","3","9","0","9","0"
"23645755","7","7","0","6","0"
"23646399","4","10","0","13","0"
"23646573","9","10","0","12","0"
"23646609","12","2","0","11","0"
"23646862","14","6","0","11","0"
"23646890","2","15","0","19","0"
"23647514","9","5","0","9","0"
"23648141","9","6","0","10","0"
"23648207","6","3","0","16","0"
"23648757","16","10","0","11","0"
"23650122","5","15","0","15","0"
"23650131","5","7","0","8","0"
"23650766","14","7","0","14","0"
"23651134","8","5","0","10","0"
"23651244","9","4","0","9","0"
"23652371","7","5","0","10","0"
"23652620","9","5","0","9","0"
"23652962","6","6","0","8","0"
"23653295","4","9","0","7","0"
"23653351","10","10","0","12","0"
"23653853","16","8","0","16","0"
"23654417","2","11","0","11","0"
"23655271","8","7","0","9","0"
"23655537","8","4","0","8","0"
"23655897","11","5","0","6","0"
"23656258","7","7","0","11","0"
"23656449","3","9","0","9","0"
"23656722","6","7","0","7","0"
"23657256","8","6","0","8","0"
"23658224","8","9","0","12","0"
"23658233","10","14","0","16","0"
"23658274","9","8","0","9","0"
"23659225","7","5","0","8","0"
"23659231","6","7","0","12","0"
"23659525","0","40","0","2","0"
"23659639","9","8","0","18","0"
"23659688","10","10","0","10","0"
"23659763","11","5","0","11","0"
"23660532","9","4","0","7","0"
"23661738","0","36","0","36","0"
"23661803","7","4","0","9","0"
"23662069","1","21","0","1","0"
"23662238","12","8","0","14","0"
"23662360","2","13","0","13","0"
"23662589","7","18","0","26","0"
"23662758","3","7","0","10","0"
"23662775","5","9","0","10","0"
"23662898","5","6","0","10","0"
"23663339","11","5","0","11","0"
"23663858","8","7","0","14","0"
"23663935","9","5","0","7","0"
"23663993","2","56","0","43","0"
"23664793","0","18","0","40","0"
"23664942","12","5","0","8","0"
"23665027","20","15","0","20","0"
"23665578","8","4","0","8","0"
"23666391","10","11","0","17","0"
"23666590","7","7","0","8","0"
"23666863","9","9","0","9","0"
"23667679","8","4","0","8","0"
"23667809","10","6","0","9","0"
"23667830","9","4","0","9","0"
"23668567","14","15","0","19","0"
"23669020","7","5","0","12","0"
"23669545","15","6","0","15","0"
"23670862","9","7","0","6","0"
"23671512","9","4","0","8","0"
"23671545","7","6","0","7","0"
"23671592","4","24","0","4","0"
"23671761","0","147","0","147","0"
"23671820","0","10","0","13","0"
"23671894","9","3","0","9","0"
"23672640","8","4","0","10","0"
"23672731","3","11","0","13","0"
"23672759","8","6","0","9","0"
"23673145","5","6","0","22","0"
"23673429","14","9","0","23","0"
"23673609","6","8","0","9","0"
"23673731","2","7","0","32","0"
"23674062","11","1","0","9","0"
"23674264","5","10","0","7","0"
"23674939","5","7","0","8","0"
"23675081","5","5","0","10","0"
"23675168","21","29","0","34","0"
"23675437","5","5","0","11","0"
"23675920","21","12","0","21","0"
"23676465","4","14","0","13","0"
"23676591","9","11","0","13","0"
"23678318","10","6","0","7","0"
"23678402","6","8","0","8","0"
"23678494","11","11","0","11","0"
"23678592","0","15","0","15","0"
"23678600","8","14","0","11","0"
"23678750","8","7","0","7","0"
"23678893","4","15","0","5","0"
"23678951","6","9","0","12","0"
"23679333","8","4","0","9","0"
"23679441","5","17","0","16","0"
"23679958","10","3","0","9","0"
"23680375","11","5","0","9","0"
"23680886","0","0","0","20","0"
"23680949","1","4","0","19","0"
"23681086","7","5","0","8","0"
"23681453","8","12","0","11","0"
"23681882","3","14","0","4","0"
"23682693","6","6","0","10","0"
"23682823","5","8","0","9","0"
"23683282","5","4","0","13","0"
"23683310","2","5","0","17","0"
"23683344","11","5","0","12","0"
"23683870","0","0","0","23","0"
"23684065","12","6","0","9","0"
"23685021","8","5","0","8","0"
"23685037","2","8","0","11","0"
"23685319","0","12","0","12","0"
"23685624","8","5","0","7","0"
"23686184","9","8","0","31","0"
"23686231","9","5","0","6","0"
"23686324","7","8","0","10","0"
"23686440","9","6","0","8","0"
"23686481","8","5","0","8","0"
"23686489","20","4","0","16","0"
"23686513","4","10","0","7","0"
"23686640","13","4","0","23","0"
"23687154","4","7","0","10","0"
"23687209","9","9","0","9","0"
"23687401","14","6","0","13","0"
"23687649","8","2","0","13","0"
"23687831","21","9","0","21","0"
"23688228","10","6","0","10","0"
"23688353","10","8","0","14","0"
"23688691","10","4","0","8","0"
"23689451","9","15","0","11","0"
"23689688","0","0","0","20","0"
"23690047","8","5","0","8","0"
"23690108","7","5","0","8","0"
"23690136","24","9","0","25","0"
"23690397","5","5","0","10","0"
"23691039","7","3","0","12","0"
"23691143","9","5","0","9","0"
"23691758","3","14","0","15","0"
"23692266","6","8","0","9","0"
"23692534","11","4","0","11","0"
"23693436","0","0","0","50","0"
"23693830","8","5","0","11","0"
"23694344","11","11","0","13","0"
"23694601","10","5","0","6","0"
"23695549","11","5","0","12","0"
"23695578","8","4","0","8","0"
"23695836","4","11","0","10","0"
"23696081","5","6","0","11","0"
"23696438","5","8","0","8","0"
"23696472","15","7","0","11","0"
"23697167","1","2","0","23","0"
"23697238","1","8","0","11","0"
"23697561","11","9","0","13","0"
"23697980","10","10","0","16","0"
"23698108","7","5","0","8","0"
"23698185","5","8","0","8","0"
"23698406","4","9","0","12","0"
"23698654","9","5","0","8","0"
"23699156","0","17","0","15","0"
"23699320","8","7","0","8","0"
"23699792","9","4","0","13","0"
"23700364","10","10","0","10","0"
"23700668","2","0","0","18","0"
"23700799","9","3","0","11","0"
"23700842","10","9","0","9","0"
"23701638","0","50","0","41","0"
"23701660","10","9","0","9","0"
"23701747","6","6","0","8","0"
"23702287","10","6","0","9","0"
"23702519","11","17","0","12","0"
"23702722","8","6","0","7","0"
"23703027","5","9","0","10","0"
"23703100","0","10","0","10","0"
"23703127","0","16","0","11","0"
"23703271","11","4","0","7","0"
"23703433","7","7","0","8","0"
"23703480","20","1","0","8","0"
"23703594","7","5","0","8","0"
"23703712","7","8","0","14","0"
"23703966","10","12","0","10","0"
"23704198","4","8","0","8","0"
"23704753","7","13","0","14","0"
"23705121","18","8","0","18","0"
"23705274","1","10","0","11","0"
"23705919","8","19","0","20","0"
"23706654","6","7","0","8","0"
"23706707","7","3","0","11","0"
"23707310","10","5","0","10","0"
"23707415","7","7","0","7","0"
"23707426","10","13","0","12","0"
"23708209","7","7","0","9","0"
"23708417","7","5","0","11","0"
"23709857","2","0","0","18","0"
"23709859","0","63","0","3","0"
"23710464","10","3","0","10","0"
"23710976","7","4","0","20","0"
"23712055","5","7","0","9","0"
"23712451","5","6","0","12","0"
"23712780","7","12","0","11","0"
"23713033","9","1","0","19","0"
"23713568","6","6","0","12","0"
"23714183","11","7","0","8","0"
"23714280","10","6","0","7","0"
"23714766","6","9","0","6","0"
"23715012","10","3","0","10","0"
"23715122","5","6","0","11","0"
"23715185","2","10","0","10","0"
"23715498","1","3","0","16","0"
"23715644","0","9","0","12","0"
"23715926","7","7","0","9","0"
"23716016","8","10","0","17","0"
"23716387","10","4","0","18","0"
"23716824","4","14","0","15","0"
"23716917","8","8","0","7","0"
"23716970","3","11","0","16","0"
"23717336","10","5","0","8","0"
"23717472","5","7","0","10","0"
"23717508","6","4","0","12","0"
"23717694","10","0","0","10","0"
"23718002","0","25","0","25","0"
"23718697","7","6","0","9","0"
"23719312","1","8","0","12","0"
"23719889","0","12","0","13","0"
"23720120","5","6","0","17","0"
"23720141","5","9","0","8","0"
"23720343","4","8","0","9","0"
"23720732","0","32","0","32","0"
"23721147","6","35","0","42","0"
"23721186","4","11","0","8","0"
"23721335","6","6","0","15","0"
"23721539","12","14","0","17","0"
"23721753","15","10","0","13","0"
"23721772","12","19","0","18","0"
"23722095","8","6","0","13","0"
"23722100","3","5","0","12","0"
"23722586","8","10","0","10","0"
"23722631","9","5","0","9","0"
"23723088","2","16","0","16","0"
"23723300","10","2","0","8","0"
"23724188","1","5","0","17","0"
"23724692","9","6","0","8","0"
"23724748","4","7","0","10","0"
"23724842","12","7","0","14","0"
"23725193","8","6","0","10","0"
"23725439","8","4","0","8","0"
"23726373","5","26","0","27","0"
"23728198","14","8","0","13","0"
"23728667","6","8","0","10","0"
"23728781","8","5","0","8","0"
"23728976","0","169","0","63","0"
"23729489","11","9","0","10","0"
"23729904","14","9","0","19","0"
"23732614","7","6","0","8","0"
"23732905","9","6","0","10","0"
"23732906","3","14","0","3","0"
"23732926","0","25","0","25","0"
"23734259","8","2","0","12","0"
"23735212","14","6","0","14","0"
"23737806","14","11","0","12","0"
"23737871","9","5","0","11","0"
"23737903","8","9","0","10","0"
"23738180","6","6","0","11","0"
"23738511","8","4","0","9","0"
"23738517","5","6","0","9","0"
"23738817","7","6","0","8","0"
"23738845","1","1","0","20","0"
"23738861","8","4","0","8","0"
"23739095","7","8","0","14","0"
"23739280","12","8","0","14","0"
"23739614","0","2","0","20","0"
"23739627","8","5","0","8","0"
"23739633","9","5","0","10","0"
"23739702","12","3","0","13","0"
"23740158","6","8","0","8","0"
"23740371","8","4","0","9","0"
"23740980","0","20","0","4","0"
"23740984","10","9","0","13","0"
"23741299","8","6","0","8","0"
"23741515","3","11","0","10","0"
"23741757","0","0","0","23","0"
"23744265","20","5","0","23","0"
"23744371","16","12","0","22","0"
"23744633","17","3","0","7","0"
"23744651","7","5","0","8","0"
"23745256","7","9","0","8","0"
"23745418","0","83","0","85","0"
"23745501","0","25","0","25","0"
"23745526","11","5","0","9","0"
"23745821","9","8","0","10","0"
"23746622","11","5","0","11","0"
"23746780","7","5","0","11","0"
"23746784","1","7","0","13","0"
"23747313","6","5","0","9","0"
"23747689","8","5","0","9","0"
"23747986","14","9","0","12","0"
"23748385","8","5","0","9","0"
"23748976","10","6","0","11","0"
"23749006","6","6","0","8","0"
"23749079","9","6","0","10","0"
"23749413","8","6","0","8","0"
"23750703","2083","0","0","0","0"
"23751210","0","6","0","14","0"
"23751420","2","10","0","11","0"
"23751534","5","9","0","11","0"
"23751582","1","52","0","50","0"
"23751960","8","8","0","5","0"
"23752011","59","76","0","79","0"
"23752044","0","22","0","0","0"
"23752286","1","7","0","12","0"
"23752470","11","11","0","11","0"
"23752483","6","8","0","10","0"
"23752563","7","7","0","6","0"
"23752880","2","2","0","19","0"
"23752887","4","7","0","9","0"
"23753121","2","3","0","16","0"
"23753153","5","9","0","10","0"
"23753334","0","24","0","2","0"
"23753999","8","5","0","7","0"
"23754108","7","13","0","14","0"
"23754307","9","5","0","9","0"
"23754580","14","2","0","4","0"
"23754709","10","6","0","10","0"
"23754851","13","3","0","11","0"
"23755800","0","11","0","10","0"
"23755940","10","23","0","26","0"
"23756570","27","6","0","21","0"
"23757278","3","4","0","15","0"
"23758077","12","8","0","9","0"
"23758541","8","4","0","8","0"
"23758929","7","10","0","16","0"
"23759106","1","1","0","23","0"
"23759925","0","29","0","0","0"
"23760528","7","6","0","7","0"
"23760951","9","6","0","8","0"
"23760992","8","5","0","8","0"
"23761107","11","5","0","11","0"
"23761127","2","21","0","20","0"
"23761989","10","4","0","9","0"
"23762059","8","6","0","8","0"
"23762671","6","6","0","8","0"
"23762683","0","35","0","69","0"
"23762707","3","11","0","12","0"
"23762713","5","7","0","10","0"
"23762744","7","5","0","8","0"
"23764345","3","19","0","11","0"
"23764820","0","19","0","18","0"
"23766060","6","34","0","34","0"
"23766612","4","10","0","9","0"
"23766671","10","9","0","13","0"
"23766989","2","13","0","7","0"
"23767810","12","6","0","12","0"
"23768693","15","9","0","12","0"
"23768740","0","30","0","36","0"
"23768761","13","5","0","10","0"
"23768941","4","14","0","10","0"
"23769232","11","7","0","21","0"
"23769599","10","4","0","9","0"
"23769674","11","6","0","12","0"
"23769897","14","5","0","5","0"
"23769907","11","7","0","13","0"
"23770005","10","5","0","8","0"
"23770047","7","7","0","9","0"
"23770790","0","0","0","28","0"
"23771010","11","17","0","15","0"
"23771197","8","7","0","8","0"
"23771238","9","6","0","7","0"
"23771302","5","18","0","20","0"
"23771338","15","7","0","16","0"
"23771532","11","8","0","14","0"
"23771876","10","6","0","6","0"
"23772208","6","4","0","10","0"
"23773214","9","4","0","10","0"
"23773225","9","7","0","9","0"
"23773353","9","11","0","14","0"
"23773370","0","23","0","23","0"
"23773635","10","8","0","11","0"
"23773822","2","1","0","61","0"
"23774111","8","8","0","8","0"
"23774776","10","5","0","9","0"
"23775049","2","12","0","10","0"
"23775121","2","1","0","17","0"
"23775175","4","5","0","13","0"
"23775764","7","10","0","12","0"
"23776001","0","9","0","16","0"
"23776100","10","6","0","9","0"
"23777392","3","10","0","12","0"
"23777609","13","8","0","16","0"
"23777724","8","5","0","7","0"
"23777768","5","6","0","9","0"
"23777799","0","16","0","15","0"
"23778151","13","7","0","12","0"
"23778263","2","10","0","14","0"
"23778988","8","8","0","9","0"
"23779491","0","14","0","14","0"
"23779757","10","5","0","10","0"
"23779984","10","4","0","7","0"
"23780255","13","8","0","15","0"
"23780783","7","5","0","8","0"
"23780828","11","7","0","8","0"
"23780844","11","5","0","4","0"
"23780938","7","12","0","17","0"
"23782040","0","13","0","13","0"
"23783803","9","5","0","9","0"
"23784227","6","5","0","9","0"
"23784392","6","5","0","11","0"
"23784936","4","6","0","10","0"
"23785787","5","7","0","8","0"
"23785844","8","7","0","7","0"
"23785857","14","2","0","12","0"
"23786146","7","6","0","12","0"
"23786729","8","4","0","8","0"
"23787194","3","2","0","22","0"
"23787229","5","2","0","16","0"
"23787542","11","5","0","20","0"
"23788836","5","10","0","13","0"
"23788897","0","23","0","0","0"
"23789098","13","6","0","7","0"
"23789206","0","23","0","21","0"
"23789237","13","2","0","10","0"
"23789260","8","9","0","7","0"
"23789419","8","3","0","9","0"
"23789566","10","6","0","9","0"
"23790886","44","20","0","44","0"
"23791112","15","14","0","16","0"
"23791497","0","23","0","61","0"
"23791531","17","20","0","18","0"
"23793061","9","11","0","12","0"
"23793857","9","6","0","9","0"
"23794523","7","6","0","11","0"
"23794971","7","10","0","12","0"
"23794973","0","14","0","11","0"
"23795130","10","4","0","7","0"
"23795890","11","6","0","10","0"
"23796293","9","7","0","13","0"
"23796564","9","10","0","23","0"
"23796591","7","7","0","7","0"
"23796616","7","5","0","14","0"
"23796681","9","11","0","16","0"
"23797134","11","3","0","7","0"
"23797823","12","6","0","12","0"
"23797996","3","10","0","8","0"
"23798057","9","6","0","9","0"
"23799047","3","10","0","7","0"
"23799510","8","4","0","8","0"
"23799604","6","5","0","9","0"
"23799943","4","7","0","9","0"
"23800139","12","5","0","9","0"
"23800781","7","5","0","9","0"
"23800893","8","8","0","12","0"
"23801488","7","8","0","12","0"
"23802009","11","4","0","12","0"
"23802250","0","21","0","0","0"
"23802502","9","4","0","14","0"
"23802516","8","6","0","12","0"
"23802635","8","7","0","7","0"
"23803067","8","4","0","8","0"
"23803262","7","9","0","10","0"
"23804097","30","15","0","30","0"
"23804371","5","7","0","8","0"
"23804547","0","7","0","13","0"
"23804909","0","32","0","41","0"
"23804977","9","5","0","8","0"
"23805499","8","4","0","8","0"
"23805604","0","0","0","38","0"
"23806407","5","6","0","14","0"
"23806601","5","4","0","11","0"
"23807192","0","24","0","24","0"
"23807701","1","1","0","36","0"
"23808103","0","20","0","17","0"
"23808270","11","15","0","18","0"
"23808384","25","5","0","25","0"
"23808432","0","0","0","27","0"
"23810644","1","4","0","17","0"
"23810851","5","5","0","10","0"
